image_name,label
cloud_162.tif,1
cloud_163.tif,1
cloud_164.tif,1
cloud_165.tif,1
cloud_166.tif,1
cloud_167.tif,1
cloud_168.tif,1
cloud_169.tif,1
cloud_170.tif,1
cloud_171.tif,1
cloud_172.tif,1
cloud_173.tif,1
cloud_174.tif,1
cloud_175.tif,1
cloud_176.tif,1
cloud_177.tif,1
cloud_178.tif,1
cloud_179.tif,1
cloud_180.tif,1
cloud_181.tif,1
cloud_182.tif,1
cloud_183.tif,1
cloud_184.tif,1
cloud_185.tif,1
cloud_186.tif,1
cloud_187.tif,1
cloud_188.tif,1
cloud_189.tif,1
cloud_190.tif,1
cloud_191.tif,1
cloud_192.tif,1
cloud_193.tif,1
cloud_194.tif,1
cloud_195.tif,1
cloud_196.tif,1
cloud_197.tif,1
cloud_198.tif,1
cloud_199.tif,1
cloud_200.tif,1
cloud_201.tif,1
cloud_202.tif,1
cloud_203.tif,1
cloud_204.tif,1
cloud_205.tif,1
cloud_206.tif,1
cloud_207.tif,1
cloud_208.tif,1
cloud_209.tif,1
cloud_210.tif,1
cloud_211.tif,1
cloud_212.tif,1
cloud_213.tif,1
cloud_214.tif,1
cloud_215.tif,1
cloud_216.tif,1
cloud_217.tif,1
cloud_218.tif,1
cloud_219.tif,1
cloud_220.tif,1
cloud_221.tif,1
cloud_222.tif,1
cloud_223.tif,1
cloud_224.tif,1
cloud_225.tif,1
cloud_226.tif,1
cloud_227.tif,1
cloud_228.tif,1
cloud_229.tif,1
cloud_230.tif,1
cloud_231.tif,1
cloud_232.tif,1
cloud_233.tif,1
cloud_234.tif,1
cloud_235.tif,1
cloud_236.tif,1
cloud_237.tif,1
cloud_238.tif,1
cloud_239.tif,1
cloud_240.tif,1
cloud_241.tif,1
cloud_242.tif,1
cloud_243.tif,1
cloud_244.tif,1
cloud_245.tif,1
cloud_246.tif,1
cloud_247.tif,1
cloud_248.tif,1
cloud_249.tif,1
cloud_250.tif,1
cloud_251.tif,1
cloud_252.tif,1
cloud_253.tif,1
cloud_254.tif,1
cloud_255.tif,1
cloud_256.tif,1
cloud_257.tif,1
cloud_258.tif,1
cloud_259.tif,1
cloud_260.tif,1
cloud_261.tif,1
cloud_262.tif,1
cloud_263.tif,1
cloud_264.tif,1
cloud_265.tif,1
cloud_266.tif,1
cloud_267.tif,1
cloud_268.tif,1
cloud_269.tif,1
cloud_270.tif,1
cloud_271.tif,1
cloud_272.tif,1
cloud_273.tif,1
cloud_274.tif,1
cloud_275.tif,1
cloud_276.tif,1
cloud_277.tif,1
cloud_278.tif,1
cloud_279.tif,1
cloud_280.tif,1
cloud_281.tif,1
cloud_282.tif,1
cloud_283.tif,1
cloud_284.tif,1
cloud_285.tif,1
cloud_286.tif,1
cloud_287.tif,1
cloud_288.tif,1
cloud_289.tif,1
cloud_290.tif,1
cloud_291.tif,1
cloud_292.tif,1
cloud_293.tif,1
cloud_294.tif,1
cloud_295.tif,1
cloud_296.tif,1
cloud_297.tif,1
cloud_298.tif,1
cloud_299.tif,1
cloud_300.tif,1
cloud_301.tif,1
cloud_302.tif,1
cloud_303.tif,1
cloud_304.tif,1
cloud_305.tif,1
cloud_306.tif,1
cloud_307.tif,1
cloud_308.tif,1
cloud_309.tif,1
cloud_310.tif,1
cloud_311.tif,1
cloud_312.tif,1
cloud_313.tif,1
cloud_314.tif,1
cloud_315.tif,1
cloud_316.tif,1
cloud_317.tif,1
cloud_318.tif,1
cloud_319.tif,1
cloud_320.tif,1
cloud_321.tif,1
cloud_322.tif,1
cloud_323.tif,1
cloud_324.tif,1
cloud_325.tif,1
cloud_326.tif,1
cloud_327.tif,1
cloud_328.tif,1
cloud_329.tif,1
cloud_330.tif,1
cloud_331.tif,1
cloud_332.tif,1
cloud_333.tif,1
cloud_334.tif,1
cloud_335.tif,1
cloud_336.tif,1
cloud_337.tif,1
cloud_338.tif,1
cloud_339.tif,1
cloud_340.tif,1
cloud_341.tif,1
cloud_342.tif,1
cloud_343.tif,1
cloud_344.tif,1
cloud_345.tif,1
cloud_346.tif,1
cloud_347.tif,1
cloud_348.tif,1
cloud_349.tif,1
cloud_350.tif,1
cloud_351.tif,1
cloud_352.tif,1
cloud_353.tif,1
cloud_354.tif,1
cloud_355.tif,1
cloud_356.tif,1
cloud_357.tif,1
cloud_358.tif,1
cloud_359.tif,1
cloud_360.tif,1
cloud_361.tif,1
cloud_362.tif,1
cloud_363.tif,1
cloud_364.tif,1
cloud_365.tif,1
cloud_366.tif,1
cloud_367.tif,1
cloud_368.tif,1
cloud_369.tif,1
cloud_370.tif,1
cloud_371.tif,1
cloud_372.tif,1
cloud_373.tif,1
cloud_374.tif,1
cloud_375.tif,1
cloud_376.tif,1
cloud_377.tif,1
cloud_378.tif,1
cloud_379.tif,1
cloud_380.tif,1
cloud_381.tif,1
cloud_382.tif,1
cloud_383.tif,1
cloud_384.tif,1
cloud_385.tif,1
cloud_386.tif,1
cloud_387.tif,1
cloud_388.tif,1
cloud_389.tif,1
cloud_390.tif,1
cloud_391.tif,1
cloud_392.tif,1
cloud_393.tif,1
cloud_394.tif,1
cloud_395.tif,1
cloud_396.tif,1
cloud_397.tif,1
cloud_398.tif,1
cloud_399.tif,1
cloud_400.tif,1
cloud_401.tif,1
cloud_402.tif,1
cloud_403.tif,1
cloud_404.tif,1
cloud_405.tif,1
cloud_406.tif,1
cloud_407.tif,1
cloud_408.tif,1
cloud_409.tif,1
cloud_410.tif,1
cloud_411.tif,1
cloud_412.tif,1
cloud_413.tif,1
cloud_414.tif,1
cloud_415.tif,1
cloud_416.tif,1
cloud_417.tif,1
cloud_418.tif,1
cloud_419.tif,1
cloud_420.tif,1
cloud_421.tif,1
cloud_422.tif,1
cloud_423.tif,1
cloud_424.tif,1
cloud_425.tif,1
cloud_426.tif,1
cloud_427.tif,1
cloud_428.tif,1
cloud_429.tif,1
cloud_430.tif,1
cloud_431.tif,1
cloud_432.tif,1
cloud_433.tif,1
cloud_434.tif,1
cloud_435.tif,1
cloud_436.tif,1
cloud_437.tif,1
cloud_438.tif,1
cloud_439.tif,1
cloud_440.tif,1
cloud_441.tif,1
cloud_442.tif,1
cloud_443.tif,1
cloud_444.tif,1
cloud_445.tif,1
cloud_446.tif,1
cloud_447.tif,1
cloud_448.tif,1
cloud_449.tif,1
cloud_450.tif,1
cloud_451.tif,1
cloud_452.tif,1
cloud_453.tif,1
cloud_454.tif,1
cloud_455.tif,1
cloud_456.tif,1
cloud_457.tif,1
cloud_458.tif,1
cloud_459.tif,1
cloud_460.tif,1
cloud_461.tif,1
cloud_462.tif,1
cloud_463.tif,1
cloud_464.tif,1
cloud_465.tif,1
cloud_466.tif,1
cloud_467.tif,1
cloud_468.tif,1
cloud_469.tif,1
cloud_470.tif,1
cloud_471.tif,1
cloud_472.tif,1
cloud_473.tif,1
cloud_474.tif,1
cloud_475.tif,1
cloud_476.tif,1
cloud_477.tif,1
cloud_478.tif,1
cloud_479.tif,1
cloud_480.tif,1
cloud_481.tif,1
cloud_482.tif,1
cloud_483.tif,1
cloud_484.tif,1
cloud_485.tif,1
cloud_486.tif,1
cloud_487.tif,1
cloud_488.tif,1
cloud_489.tif,1
cloud_490.tif,1
cloud_491.tif,1
cloud_492.tif,1
cloud_493.tif,1
cloud_494.tif,1
cloud_495.tif,1
cloud_496.tif,1
cloud_497.tif,1
cloud_498.tif,1
cloud_499.tif,1
cloud_500.tif,1
cloud_501.tif,1
cloud_502.tif,1
cloud_503.tif,1
cloud_504.tif,1
cloud_505.tif,1
cloud_506.tif,1
cloud_507.tif,1
cloud_508.tif,1
cloud_509.tif,1
cloud_510.tif,1
cloud_511.tif,1
cloud_512.tif,1
cloud_513.tif,1
cloud_514.tif,1
cloud_515.tif,1
cloud_516.tif,1
cloud_517.tif,1
cloud_518.tif,1
cloud_519.tif,1
cloud_520.tif,1
cloud_521.tif,1
cloud_522.tif,1
cloud_523.tif,1
cloud_524.tif,1
cloud_525.tif,1
cloud_526.tif,1
cloud_527.tif,1
cloud_528.tif,1
cloud_529.tif,1
cloud_530.tif,1
cloud_531.tif,1
cloud_532.tif,1
cloud_533.tif,1
cloud_534.tif,1
cloud_535.tif,1
cloud_536.tif,1
cloud_537.tif,1
cloud_538.tif,1
cloud_539.tif,1
cloud_540.tif,1
cloud_541.tif,1
cloud_542.tif,1
cloud_543.tif,1
cloud_544.tif,1
cloud_545.tif,1
cloud_546.tif,1
cloud_547.tif,1
cloud_548.tif,1
cloud_549.tif,1
cloud_550.tif,1
cloud_551.tif,1
cloud_552.tif,1
cloud_553.tif,1
cloud_554.tif,1
cloud_555.tif,1
cloud_556.tif,1
cloud_557.tif,1
cloud_558.tif,1
cloud_559.tif,1
cloud_560.tif,1
cloud_561.tif,1
cloud_562.tif,1
cloud_563.tif,1
cloud_564.tif,1
cloud_565.tif,1
cloud_566.tif,1
cloud_567.tif,1
cloud_568.tif,1
cloud_569.tif,1
cloud_570.tif,1
cloud_571.tif,1
cloud_572.tif,1
cloud_573.tif,1
cloud_574.tif,1
cloud_575.tif,1
cloud_576.tif,1
cloud_577.tif,1
cloud_578.tif,1
cloud_579.tif,1
cloud_580.tif,1
cloud_581.tif,1
cloud_582.tif,1
cloud_583.tif,1
cloud_584.tif,1
cloud_585.tif,1
cloud_586.tif,1
cloud_587.tif,1
cloud_588.tif,1
cloud_589.tif,1
cloud_590.tif,1
cloud_591.tif,1
cloud_592.tif,1
cloud_593.tif,1
cloud_594.tif,1
cloud_595.tif,1
cloud_596.tif,1
cloud_597.tif,1
cloud_598.tif,1
cloud_599.tif,1
cloud_600.tif,1
cloud_601.tif,1
cloud_602.tif,1
cloud_603.tif,1
cloud_604.tif,1
cloud_605.tif,1
cloud_606.tif,1
cloud_607.tif,1
cloud_608.tif,1
cloud_609.tif,1
cloud_610.tif,1
cloud_611.tif,1
cloud_612.tif,1
cloud_613.tif,1
cloud_614.tif,1
cloud_615.tif,1
cloud_616.tif,1
cloud_617.tif,1
cloud_618.tif,1
cloud_619.tif,1
cloud_620.tif,1
cloud_621.tif,1
cloud_622.tif,1
cloud_623.tif,1
cloud_624.tif,1
cloud_625.tif,1
cloud_626.tif,1
cloud_627.tif,1
cloud_628.tif,1
cloud_629.tif,1
cloud_630.tif,1
cloud_631.tif,1
cloud_632.tif,1
cloud_633.tif,1
cloud_634.tif,1
cloud_635.tif,1
cloud_636.tif,1
cloud_637.tif,1
cloud_638.tif,1
cloud_639.tif,1
cloud_640.tif,1
cloud_641.tif,1
cloud_642.tif,1
cloud_643.tif,1
cloud_644.tif,1
cloud_645.tif,1
cloud_646.tif,1
cloud_647.tif,1
cloud_648.tif,1
cloud_649.tif,1
cloud_650.tif,1
cloud_651.tif,1
cloud_652.tif,1
cloud_653.tif,1
cloud_654.tif,1
cloud_655.tif,1
cloud_656.tif,1
cloud_657.tif,1
cloud_658.tif,1
cloud_659.tif,1
cloud_660.tif,1
cloud_661.tif,1
cloud_662.tif,1
cloud_663.tif,1
cloud_664.tif,1
cloud_665.tif,1
cloud_666.tif,1
cloud_667.tif,1
cloud_668.tif,1
cloud_669.tif,1
cloud_670.tif,1
cloud_671.tif,1
cloud_672.tif,1
cloud_673.tif,1
cloud_674.tif,1
cloud_675.tif,1
cloud_676.tif,1
cloud_677.tif,1
cloud_678.tif,1
cloud_679.tif,1
cloud_680.tif,1
cloud_681.tif,1
cloud_682.tif,1
cloud_683.tif,1
cloud_684.tif,1
cloud_685.tif,1
cloud_686.tif,1
cloud_687.tif,1
cloud_688.tif,1
cloud_689.tif,1
cloud_690.tif,1
cloud_691.tif,1
cloud_692.tif,1
cloud_693.tif,1
cloud_694.tif,1
cloud_695.tif,1
cloud_696.tif,1
cloud_697.tif,1
cloud_698.tif,1
cloud_699.tif,1
cloud_700.tif,1
cloud_701.tif,1
cloud_702.tif,1
cloud_703.tif,1
cloud_704.tif,1
cloud_705.tif,1
cloud_706.tif,1
cloud_707.tif,1
cloud_708.tif,1
cloud_709.tif,1
cloud_710.tif,1
cloud_711.tif,1
cloud_712.tif,1
cloud_713.tif,1
cloud_714.tif,1
cloud_715.tif,1
cloud_716.tif,1
cloud_717.tif,1
cloud_718.tif,1
cloud_719.tif,1
cloud_720.tif,1
cloud_721.tif,1
cloud_722.tif,1
cloud_723.tif,1
cloud_724.tif,1
cloud_725.tif,1
cloud_726.tif,1
cloud_727.tif,1
cloud_728.tif,1
cloud_729.tif,1
cloud_730.tif,1
cloud_731.tif,1
cloud_732.tif,1
cloud_733.tif,1
cloud_734.tif,1
cloud_735.tif,1
cloud_736.tif,1
cloud_737.tif,1
cloud_738.tif,1
cloud_739.tif,1
cloud_740.tif,1
cloud_741.tif,1
cloud_742.tif,1
cloud_743.tif,1
cloud_744.tif,1
cloud_745.tif,1
cloud_746.tif,1
cloud_747.tif,1
cloud_748.tif,1
cloud_749.tif,1
cloud_750.tif,1
cloud_751.tif,1
cloud_752.tif,1
cloud_753.tif,1
cloud_754.tif,1
cloud_755.tif,1
cloud_756.tif,1
cloud_757.tif,1
cloud_758.tif,1
cloud_759.tif,1
cloud_760.tif,1
cloud_761.tif,1
cloud_762.tif,1
cloud_763.tif,1
cloud_764.tif,1
cloud_765.tif,1
cloud_766.tif,1
cloud_767.tif,1
cloud_768.tif,1
cloud_769.tif,1
cloud_770.tif,1
cloud_771.tif,1
cloud_772.tif,1
cloud_773.tif,1
cloud_774.tif,1
cloud_775.tif,1
cloud_776.tif,1
cloud_777.tif,1
cloud_778.tif,1
cloud_779.tif,1
cloud_780.tif,1
cloud_781.tif,1
cloud_782.tif,1
cloud_783.tif,1
cloud_784.tif,1
cloud_785.tif,1
cloud_786.tif,1
cloud_787.tif,1
cloud_788.tif,1
cloud_789.tif,1
cloud_790.tif,1
cloud_791.tif,1
cloud_792.tif,1
cloud_793.tif,1
cloud_794.tif,1
cloud_795.tif,1
cloud_796.tif,1
cloud_797.tif,1
cloud_798.tif,1
cloud_799.tif,1
cloud_800.tif,1
cloud_801.tif,1
cloud_802.tif,1
cloud_803.tif,1
cloud_804.tif,1
cloud_805.tif,1
cloud_806.tif,1
cloud_807.tif,1
cloud_808.tif,1
cloud_809.tif,1
cloud_810.tif,1
cloud_811.tif,1
cloud_812.tif,1
cloud_813.tif,1
cloud_814.tif,1
cloud_815.tif,1
cloud_816.tif,1
cloud_817.tif,1
cloud_818.tif,1
cloud_819.tif,1
cloud_820.tif,1
cloud_821.tif,1
cloud_822.tif,1
cloud_823.tif,1
cloud_824.tif,1
cloud_825.tif,1
cloud_826.tif,1
cloud_827.tif,1
cloud_828.tif,1
cloud_829.tif,1
cloud_830.tif,1
cloud_831.tif,1
cloud_832.tif,1
cloud_833.tif,1
cloud_834.tif,1
cloud_835.tif,1
cloud_836.tif,1
cloud_837.tif,1
cloud_838.tif,1
cloud_839.tif,1
cloud_840.tif,1
cloud_841.tif,1
cloud_842.tif,1
cloud_843.tif,1
cloud_844.tif,1
cloud_845.tif,1
cloud_846.tif,1
cloud_847.tif,1
cloud_848.tif,1
cloud_849.tif,1
cloud_850.tif,1
cloud_851.tif,1
cloud_852.tif,1
cloud_853.tif,1
cloud_854.tif,1
cloud_855.tif,1
cloud_856.tif,1
cloud_857.tif,1
cloud_858.tif,1
cloud_859.tif,1
cloud_860.tif,1
cloud_861.tif,1
cloud_862.tif,1
cloud_863.tif,1
cloud_864.tif,1
cloud_865.tif,1
cloud_866.tif,1
cloud_867.tif,1
cloud_868.tif,1
cloud_869.tif,1
cloud_870.tif,1
cloud_871.tif,1
cloud_872.tif,1
cloud_873.tif,1
cloud_874.tif,1
cloud_875.tif,1
cloud_876.tif,1
cloud_877.tif,1
cloud_878.tif,1
cloud_879.tif,1
cloud_880.tif,1
cloud_881.tif,1
cloud_882.tif,1
cloud_883.tif,1
cloud_884.tif,1
cloud_885.tif,1
cloud_886.tif,1
cloud_887.tif,1
cloud_888.tif,1
cloud_889.tif,1
cloud_890.tif,1
cloud_891.tif,1
cloud_892.tif,1
cloud_893.tif,1
cloud_894.tif,1
cloud_895.tif,1
cloud_896.tif,1
cloud_897.tif,1
cloud_898.tif,1
cloud_899.tif,1
cloud_900.tif,1
cloud_901.tif,1
cloud_902.tif,1
cloud_903.tif,1
cloud_904.tif,1
cloud_905.tif,1
cloud_906.tif,1
cloud_907.tif,1
cloud_908.tif,1
cloud_909.tif,1
cloud_910.tif,1
cloud_911.tif,1
cloud_912.tif,1
cloud_913.tif,1
cloud_914.tif,1
cloud_915.tif,1
cloud_916.tif,1
cloud_917.tif,1
cloud_918.tif,1
cloud_919.tif,1
cloud_920.tif,1
cloud_921.tif,1
cloud_922.tif,1
cloud_923.tif,1
cloud_924.tif,1
cloud_925.tif,1
cloud_926.tif,1
cloud_927.tif,1
cloud_928.tif,1
cloud_929.tif,1
cloud_930.tif,1
cloud_931.tif,1
cloud_932.tif,1
cloud_933.tif,1
cloud_934.tif,1
cloud_935.tif,1
cloud_936.tif,1
cloud_937.tif,1
cloud_938.tif,1
cloud_939.tif,1
cloud_940.tif,1
cloud_941.tif,1
cloud_942.tif,1
cloud_943.tif,1
cloud_944.tif,1
cloud_945.tif,1
cloud_946.tif,1
cloud_947.tif,1
cloud_948.tif,1
cloud_949.tif,1
cloud_950.tif,1
cloud_951.tif,1
cloud_952.tif,1
cloud_953.tif,1
cloud_954.tif,1
cloud_955.tif,1
cloud_956.tif,1
cloud_957.tif,1
cloud_958.tif,1
cloud_959.tif,1
cloud_960.tif,1
cloud_961.tif,1
cloud_962.tif,1
cloud_963.tif,1
cloud_964.tif,1
cloud_965.tif,1
cloud_966.tif,1
cloud_967.tif,1
cloud_968.tif,1
cloud_969.tif,1
cloud_970.tif,1
cloud_971.tif,1
cloud_972.tif,1
cloud_973.tif,1
cloud_974.tif,1
cloud_975.tif,1
cloud_976.tif,1
cloud_977.tif,1
cloud_978.tif,1
cloud_979.tif,1
cloud_980.tif,1
cloud_981.tif,1
cloud_982.tif,1
cloud_983.tif,1
cloud_984.tif,1
cloud_985.tif,1
cloud_986.tif,1
cloud_987.tif,1
cloud_988.tif,1
cloud_989.tif,1
cloud_990.tif,1
cloud_991.tif,1
cloud_992.tif,1
cloud_993.tif,1
cloud_994.tif,1
cloud_995.tif,1
cloud_996.tif,1
cloud_997.tif,1
cloud_998.tif,1
cloud_999.tif,1
cloud_1000.tif,1
cloud_1001.tif,1
cloud_1002.tif,1
cloud_1003.tif,1
cloud_1004.tif,1
cloud_1005.tif,1
cloud_1006.tif,1
cloud_1007.tif,1
cloud_1008.tif,1
cloud_1009.tif,1
cloud_1010.tif,1
cloud_1011.tif,1
cloud_1012.tif,1
cloud_1013.tif,1
cloud_1014.tif,1
cloud_1015.tif,1
cloud_1016.tif,1
cloud_1017.tif,1
cloud_1018.tif,1
cloud_1019.tif,1
cloud_1020.tif,1
cloud_1021.tif,1
cloud_1022.tif,1
cloud_1023.tif,1
cloud_1024.tif,1
cloud_1025.tif,1
cloud_1026.tif,1
cloud_1027.tif,1
cloud_1028.tif,1
cloud_1029.tif,1
cloud_1030.tif,1
cloud_1031.tif,1
cloud_1032.tif,1
cloud_1033.tif,1
cloud_1034.tif,1
cloud_1035.tif,1
cloud_1036.tif,1
cloud_1037.tif,1
cloud_1038.tif,1
cloud_1039.tif,1
cloud_1040.tif,1
cloud_1041.tif,1
cloud_1042.tif,1
cloud_1043.tif,1
cloud_1044.tif,1
cloud_1045.tif,1
cloud_1046.tif,1
cloud_1047.tif,1
cloud_1048.tif,1
cloud_1049.tif,1
cloud_1050.tif,1
cloud_1051.tif,1
cloud_1052.tif,1
cloud_1053.tif,1
cloud_1054.tif,1
cloud_1055.tif,1
cloud_1056.tif,1
cloud_1057.tif,1
cloud_1058.tif,1
cloud_1059.tif,1
cloud_1060.tif,1
cloud_1061.tif,1
cloud_1062.tif,1
cloud_1063.tif,1
cloud_1064.tif,1
cloud_1065.tif,1
cloud_1066.tif,1
cloud_1067.tif,1
cloud_1068.tif,1
cloud_1069.tif,1
cloud_1070.tif,1
cloud_1071.tif,1
cloud_1072.tif,1
cloud_1073.tif,1
cloud_1074.tif,1
cloud_1075.tif,1
cloud_1076.tif,1
cloud_1077.tif,1
cloud_1078.tif,1
cloud_1079.tif,1
cloud_1080.tif,1
cloud_1081.tif,1
cloud_1082.tif,1
cloud_1083.tif,1
cloud_1084.tif,1
cloud_1085.tif,1
cloud_1086.tif,1
cloud_1087.tif,1
cloud_1088.tif,1
cloud_1089.tif,1
cloud_1090.tif,1
cloud_1091.tif,1
cloud_1092.tif,1
cloud_1093.tif,1
cloud_1094.tif,1
cloud_1095.tif,1
cloud_1096.tif,1
cloud_1097.tif,1
cloud_1098.tif,1
cloud_1099.tif,1
cloud_1100.tif,1
cloud_1101.tif,1
cloud_1102.tif,1
cloud_1103.tif,1
cloud_1104.tif,1
cloud_1105.tif,1
cloud_1106.tif,1
cloud_1107.tif,1
cloud_1108.tif,1
cloud_1109.tif,1
cloud_1110.tif,1
cloud_1111.tif,1
cloud_1112.tif,1
cloud_1113.tif,1
cloud_1114.tif,1
cloud_1115.tif,1
cloud_1116.tif,1
cloud_1117.tif,1
cloud_1118.tif,1
cloud_1119.tif,1
cloud_1120.tif,1
cloud_1121.tif,1
cloud_1122.tif,1
cloud_1123.tif,1
cloud_1124.tif,1
cloud_1125.tif,1
cloud_1126.tif,1
cloud_1127.tif,1
cloud_1128.tif,1
cloud_1129.tif,1
cloud_1130.tif,1
cloud_1131.tif,1
cloud_1132.tif,1
cloud_1133.tif,1
cloud_1134.tif,1
cloud_1135.tif,1
cloud_1136.tif,1
cloud_1137.tif,1
cloud_1138.tif,1
cloud_1139.tif,1
cloud_1140.tif,1
cloud_1141.tif,1
cloud_1142.tif,1
cloud_1143.tif,1
cloud_1144.tif,1
cloud_1145.tif,1
cloud_1146.tif,1
cloud_1147.tif,1
cloud_1148.tif,1
cloud_1149.tif,1
cloud_1150.tif,1
cloud_1151.tif,1
cloud_1152.tif,1
cloud_1153.tif,1
cloud_1154.tif,1
cloud_1155.tif,1
cloud_1156.tif,1
cloud_1157.tif,1
cloud_1158.tif,1
cloud_1159.tif,1
cloud_1160.tif,1
cloud_1161.tif,1
cloud_1162.tif,1
cloud_1163.tif,1
cloud_1164.tif,1
dust_1.tif,2
dust_2.tif,2
dust_3.tif,2
dust_4.tif,2
dust_5.tif,2
dust_6.tif,2
dust_7.tif,2
dust_8.tif,2
dust_9.tif,2
dust_10.tif,2
dust_11.tif,2
dust_12.tif,2
dust_13.tif,2
dust_14.tif,2
dust_15.tif,2
dust_16.tif,2
dust_17.tif,2
dust_18.tif,2
dust_19.tif,2
dust_20.tif,2
dust_21.tif,2
dust_22.tif,2
dust_23.tif,2
dust_24.tif,2
dust_25.tif,2
dust_26.tif,2
dust_27.tif,2
dust_28.tif,2
dust_29.tif,2
dust_30.tif,2
dust_31.tif,2
dust_32.tif,2
dust_33.tif,2
dust_34.tif,2
dust_35.tif,2
dust_36.tif,2
dust_37.tif,2
dust_38.tif,2
dust_39.tif,2
dust_40.tif,2
dust_41.tif,2
dust_42.tif,2
dust_43.tif,2
dust_44.tif,2
dust_45.tif,2
dust_46.tif,2
dust_47.tif,2
dust_48.tif,2
dust_49.tif,2
dust_50.tif,2
dust_51.tif,2
dust_52.tif,2
dust_53.tif,2
dust_54.tif,2
dust_55.tif,2
dust_56.tif,2
dust_57.tif,2
dust_58.tif,2
dust_59.tif,2
dust_60.tif,2
dust_61.tif,2
dust_62.tif,2
dust_63.tif,2
dust_64.tif,2
dust_65.tif,2
dust_66.tif,2
dust_67.tif,2
dust_68.tif,2
dust_69.tif,2
dust_70.tif,2
dust_71.tif,2
dust_72.tif,2
dust_73.tif,2
dust_74.tif,2
dust_75.tif,2
dust_76.tif,2
dust_77.tif,2
dust_78.tif,2
dust_79.tif,2
dust_80.tif,2
dust_81.tif,2
dust_82.tif,2
dust_83.tif,2
dust_84.tif,2
dust_85.tif,2
dust_86.tif,2
dust_87.tif,2
dust_88.tif,2
dust_89.tif,2
dust_90.tif,2
dust_91.tif,2
dust_92.tif,2
dust_93.tif,2
dust_94.tif,2
dust_95.tif,2
dust_96.tif,2
dust_97.tif,2
dust_98.tif,2
dust_99.tif,2
dust_100.tif,2
dust_101.tif,2
